INSERT INTO Ballot VALUES('BL00001', 1001, 'C316', 'EL006', '2023-3-28 12:15:44' , 'B3C068');
INSERT INTO Ballot VALUES('BL00411', 1411, 'C270', 'EL003', '2023-3-25 13:6:2' , 'B2C059');
INSERT INTO Ballot VALUES('BL00412', 1412, 'C537', 'EL001', '2023-3-23 10:21:17' , 'B2C113');
INSERT INTO Ballot VALUES('BL00413', 1413, 'C402', 'EL006', '2023-3-28 16:35:45' , 'B1C085');
INSERT INTO Ballot VALUES('BL00414', 1414, 'C086', 'EL005', '2023-3-27 14:55:52' , 'B3C019');
INSERT INTO Ballot VALUES('BL00415', 1415, 'C300', 'EL008', '2023-3-30 16:11:35' , 'B4C065');
INSERT INTO Ballot VALUES('BL00449', 1449, 'C543', 'EL003', '2023-3-25 11:46:27' , 'B5C114');
INSERT INTO Ballot VALUES('BL00450', 1450, 'C615', 'EL007', '2023-3-29 16:53:21' , 'B2C128');
INSERT INTO Ballot VALUES('BL00451', 1451, 'C541', 'EL003', '2023-3-25 13:24:0' , 'B4C114');
INSERT INTO Ballot VALUES('BL00452', 1452, 'C469', 'EL004', '2023-3-26 14:57:26' , 'B4C097');
INSERT INTO Ballot VALUES('BL00453', 1453, 'C073', 'EL003', '2023-3-25 16:39:35' , 'B1C016');
INSERT INTO Ballot VALUES('BL00454', 1454, 'C322', 'EL008', '2023-3-30 14:6:7' , 'B4C069');
INSERT INTO Ballot VALUES('BL00455', 1455, 'C501', 'EL003', '2023-3-25 14:32:56' , 'B5C104');
INSERT INTO Ballot VALUES('BL00456', 1456, 'C348', 'EL003', '2023-3-25 11:40:33' , 'B5C074');
INSERT INTO Ballot VALUES('BL00457', 1457, 'C502', 'EL007', '2023-3-29 15:5:49' , 'B5C105');
INSERT INTO Ballot VALUES('BL00458', 1458, 'C578', 'EL004', '2023-3-26 10:38:52' , 'B4C120');
INSERT INTO Ballot VALUES('BL00459', 1459, 'C128', 'EL004', '2023-3-26 13:34:51' , 'B2C028');
INSERT INTO Ballot VALUES('BL00460', 1460, 'C532', 'EL001', '2023-3-23 14:29:54' , 'B3C113');
INSERT INTO Ballot VALUES('BL00461', 1461, 'C315', 'EL006', '2023-3-28 15:22:7' , 'B4C068');
INSERT INTO Ballot VALUES('BL00462', 1462, 'C202', 'EL006', '2023-3-28 15:46:33' , 'B5C044');
INSERT INTO Ballot VALUES('BL00463', 1463, 'C605', 'EL002', '2023-3-24 16:58:13' , 'B4C127');
INSERT INTO Ballot VALUES('BL00464', 1464, 'C198', 'EL001', '2023-3-23 14:4:24' , 'B1C043');
INSERT INTO Ballot VALUES('BL00465', 1465, 'C316', 'EL006', '2023-3-28 12:3:38' , 'B5C068');
INSERT INTO Ballot VALUES('BL00466', 1466, 'C474', 'EL004', '2023-3-26 14:45:31' , 'B2C097');
INSERT INTO Ballot VALUES('BL00467', 1467, 'C547', 'EL003', '2023-3-25 14:22:37' , 'B4C114');
INSERT INTO Ballot VALUES('BL00468', 1468, 'C069', 'EL003', '2023-3-25 14:57:50' , 'B5C016');
INSERT INTO Ballot VALUES('BL00469', 1469, 'C173', 'EL005', '2023-3-27 13:8:18' , 'B5C038');
INSERT INTO Ballot VALUES('BL00470', 1470, 'C550', 'EL007', '2023-3-29 15:38:44' , 'B1C115');
INSERT INTO Ballot VALUES('BL00471', 1471, 'C543', 'EL003', '2023-3-25 10:7:17' , 'B5C114');
INSERT INTO Ballot VALUES('BL00472', 1472, 'C112', 'EL001', '2023-3-23 11:14:2' , 'B1C024');
INSERT INTO Ballot VALUES('BL00473', 1473, 'C310', 'EL004', '2023-3-26 12:40:42' , 'B1C067');
INSERT INTO Ballot VALUES('BL00474', 1474, 'C394', 'EL004', '2023-3-26 16:37:12' , 'B5C084');
INSERT INTO Ballot VALUES('BL00475', 1475, 'C074', 'EL002', '2023-3-24 11:16:19' , 'B4C017');
INSERT INTO Ballot VALUES('BL00476', 1476, 'C185', 'EL004', '2023-3-26 11:54:25' , 'B5C041');
INSERT INTO Ballot VALUES('BL00477', 1477, 'C310', 'EL004', '2023-3-26 16:33:15' , 'B1C067');
INSERT INTO Ballot VALUES('BL00478', 1478, 'C309', 'EL001', '2023-3-23 11:58:5' , 'B5C066');
INSERT INTO Ballot VALUES('BL00479', 1479, 'C069', 'EL003', '2023-3-25 10:34:50' , 'B1C016');
INSERT INTO Ballot VALUES('BL00480', 1480, 'C388', 'EL007', '2023-3-29 13:3:19' , 'B2C082');
INSERT INTO Ballot VALUES('BL00481', 1481, 'C194', 'EL001', '2023-3-23 10:45:30' , 'B5C043');
INSERT INTO Ballot VALUES('BL00482', 1482, 'C106', 'EL006', '2023-3-28 10:39:20' , 'B4C023');
INSERT INTO Ballot VALUES('BL00483', 1483, 'C223', 'EL001', '2023-3-23 10:23:57' , 'B4C049');
INSERT INTO Ballot VALUES('BL00484', 1484, 'C194', 'EL001', '2023-3-23 14:23:32' , 'B3C043');
INSERT INTO Ballot VALUES('BL00485', 1485, 'C458', 'EL002', '2023-3-24 11:23:2' , 'B5C095');
INSERT INTO Ballot VALUES('BL00486', 1486, 'C085', 'EL005', '2023-3-27 14:49:7' , 'B4C019');
INSERT INTO Ballot VALUES('BL00487', 1487, 'C607', 'EL002', '2023-3-24 16:3:49' , 'B1C127');
INSERT INTO Ballot VALUES('BL00488', 1488, 'C395', 'EL004', '2023-3-26 11:9:24' , 'B4C084');
INSERT INTO Ballot VALUES('BL00489', 1489, 'C404', 'EL006', '2023-3-28 13:23:4' , 'B5C085');
INSERT INTO Ballot VALUES('BL00490', 1490, 'C424', 'EL002', '2023-3-24 13:56:37' , 'B1C088');
INSERT INTO Ballot VALUES('BL00491', 1491, 'C122', 'EL008', '2023-3-30 16:7:27' , 'B1C026');
INSERT INTO Ballot VALUES('BL00492', 1492, 'C067', 'EL004', '2023-3-26 14:55:2' , 'B2C015');
INSERT INTO Ballot VALUES('BL00493', 1493, 'C370', 'EL008', '2023-3-30 16:59:54' , 'B3C078');
INSERT INTO Ballot VALUES('BL00494', 1494, 'C328', 'EL007', '2023-3-29 12:18:7' , 'B1C070');
INSERT INTO Ballot VALUES('BL00495', 1495, 'C293', 'EL006', '2023-3-28 11:24:28' , 'B1C063');
INSERT INTO Ballot VALUES('BL00496', 1496, 'C341', 'EL001', '2023-3-23 16:2:56' , 'B5C073');
INSERT INTO Ballot VALUES('BL00497', 1497, 'C008', 'EL007', '2023-3-29 10:7:49' , 'B4C002');
INSERT INTO Ballot VALUES('BL00498', 1498, 'C032', 'EL002', '2023-3-24 10:36:58' , 'B4C007');
INSERT INTO Ballot VALUES('BL00499', 1499, 'C301', 'EL008', '2023-3-30 14:43:11' , 'B1C065');
INSERT INTO Ballot VALUES('BL00500', 1500, 'C569', 'EL006', '2023-3-28 16:7:35' , 'B5C119');
INSERT INTO Ballot VALUES('BL00501', 1501, 'C013', 'EL005', '2023-3-27 14:58:27' , 'B4C003');
INSERT INTO Ballot VALUES('BL00502', 1502, 'C334', 'EL002', '2023-3-24 15:31:8' , 'B5C071');
INSERT INTO Ballot VALUES('BL00503', 1503, 'C196', 'EL001', '2023-3-23 14:35:35' , 'B1C043');
INSERT INTO Ballot VALUES('BL00504', 1504, 'C534', 'EL001', '2023-3-23 10:56:9' , 'B2C113');
INSERT INTO Ballot VALUES('BL00505', 1505, 'C390', 'EL002', '2023-3-24 16:47:11' , 'B2C083');
INSERT INTO Ballot VALUES('BL00506', 1506, 'C316', 'EL006', '2023-3-28 16:20:7' , 'B3C068');
